time,mag,place
2023-02-15T17:55:52.920Z,0.77,"0km ESE of The Geysers, CA"
2023-02-15T17:52:10.202Z,2,"42 km NW of Mentasta Lake, Alaska"
2023-02-15T17:50:34.060Z,1.68,"13 km E of Scotts Mills, Oregon"
2023-02-15T17:47:39.750Z,0.82,"8km NW of The Geysers, CA"
2023-02-15T17:46:54.870Z,1.05,"32km E of Barstow, CA"
2023-02-15T17:46:51.549Z,1.8,"43 km NW of Mentasta Lake, Alaska"
2023-02-15T17:44:16.329Z,1.1,"60 km WNW of Petersville, Alaska"
2023-02-15T17:42:10.570Z,-0.44,"86 km NW of Karluk, Alaska"
2023-02-15T17:39:56.798Z,0.7,"20 km SSW of Minto, Alaska"
2023-02-15T17:38:22.990Z,0.15,"85 km NW of Karluk, Alaska"
2023-02-15T17:38:12.750Z,0.62,"5km NW of The Geysers, CA"
2023-02-15T17:29:20.300Z,0.37,"8km NW of The Geysers, CA"
2023-02-15T17:26:24.130Z,1.9,"49 km SSW of Nanwalek, Alaska"
2023-02-15T17:23:49.425Z,1.8,"26 km ESE of Yakutat, Alaska"
2023-02-15T17:15:05.966Z,4.2,"139 km N of Calama, Chile"
2023-02-15T17:12:54.580Z,2.05,"6 km NE of Pāhala, Hawaii"
2023-02-15T17:12:52.530Z,3.1,"68 km SE of Sand Point, Alaska"
2023-02-15T17:09:30.992Z,1.4,"48 km NNW of Valdez, Alaska"
2023-02-15T17:05:14.350Z,0.4,"10km WNW of The Geysers, CA"
2023-02-15T17:05:01.408Z,1.9,"41 km SW of Nanwalek, Alaska"
2023-02-15T16:59:50.440Z,0.37,"85 km NNW of Karluk, Alaska"
2023-02-15T16:57:09.690Z,-0.07,"84 km NNW of Karluk, Alaska"
2023-02-15T16:52:01.800Z,1.8,"5 km SW of Healy, Alaska"
2023-02-15T16:37:06.760Z,0.92,"9km SW of Idyllwild, CA"
2023-02-15T16:34:10.900Z,1.99000001,"11 km ESE of Pāhala, Hawaii"
2023-02-15T16:32:25.470Z,0.94,"2km NW of The Geysers, CA"
2023-02-15T16:30:51.375Z,1.4,"31 km SE of Denali National Park, Alaska"
2023-02-15T16:27:33.979Z,0.65,"15 km NW of Pawnee, Oklahoma"
2023-02-15T16:25:07.460Z,2.21000004,"14 km ESE of Pāhala, Hawaii"
2023-02-15T16:24:26.312Z,1.9,"146 km WNW of Yakutat, Alaska"
2023-02-15T16:19:49.950Z,-0.1,"85 km NNW of Karluk, Alaska"
2023-02-15T16:17:44.480Z,0.55,"38 km WSW of Dutch Harbor, Alaska"
2023-02-15T16:17:43.668Z,1.6,"30 km WNW of Happy Valley, Alaska"
2023-02-15T16:17:20.670Z,2.42,"5 km WSW of Forks, Washington"
2023-02-15T16:12:11.336Z,1.2,Central Alaska
2023-02-15T16:11:50.790Z,2.16,"13km ENE of Coachella, CA"
2023-02-15T16:08:54.510Z,0.75,"8km NW of The Geysers, CA"
2023-02-15T16:06:59.720Z,1.6,"45 km WNW of Mentasta Lake, Alaska"
2023-02-15T16:06:23.231Z,2.1,"22 km ESE of Sand Point, Alaska"
2023-02-15T15:59:46.894Z,1.6,"57 km S of Whites City, New Mexico"
2023-02-15T15:54:50.356Z,1.5,"25 km NE of Manley Hot Springs, Alaska"
2023-02-15T15:53:13.721Z,1.3,"45 km N of Petersville, Alaska"
2023-02-15T15:47:17.506Z,2.4,"52 km S of Silver Peak, Nevada"
2023-02-15T15:44:11.350Z,1.23,"6km WNW of Little Lake, CA"
2023-02-15T15:39:25.030Z,1.2,"4 km NW of Point MacKenzie, Alaska"
2023-02-15T15:32:33.225Z,1.3,"30 km E of Denali National Park, Alaska"
2023-02-15T15:30:17.914Z,1.4,"18 km ESE of Susitna North, Alaska"
2023-02-15T15:28:09.659Z,2,"56 km W of Nanwalek, Alaska"
2023-02-15T15:26:23.320Z,3.01,"3 km SSE of Guánica, Puerto Rico"
2023-02-15T15:26:09.850Z,0.93,"29 km ESE of Port Heiden, Alaska"
2023-02-15T15:20:23.370Z,1.83000004,"10 km E of Pāhala, Hawaii"
2023-02-15T15:20:09.030Z,1.84,"18km WSW of Big Pine, CA"
2023-02-15T15:14:48.280Z,2.11,"2 km SSW of Pāhala, Hawaii"
2023-02-15T15:10:44.491Z,2.5,"36 km SSW of Wales, Alaska"
2023-02-15T15:08:30.738Z,0.6,"3 km WSW of Graeagle, California"
2023-02-15T15:03:58.808Z,1.1,"9 km NE of Cantwell, Alaska"
2023-02-15T15:01:50.278Z,1.2,"24 km SSE of Chitina, Alaska"
2023-02-15T15:00:51.510Z,0.72,"3km NNW of The Geysers, CA"
2023-02-15T14:55:52.865Z,2.1,"6 km SE of Ackerly, Texas"
2023-02-15T14:52:17.880Z,0.43,"8km WNW of The Geysers, CA"
2023-02-15T14:50:41.270Z,3.58,"81km W of Petrolia, CA"
2023-02-15T14:48:27.728Z,5,off the east coast of the North Island of New Zealand
2023-02-15T14:46:42.400Z,0.91,"7km SSE of Idyllwild, CA"
2023-02-15T14:36:32.885Z,1.9,"45 km WNW of Anchor Point, Alaska"
2023-02-15T14:35:08.620Z,2,"6 km SE of Ackerly, Texas"
2023-02-15T14:26:55.580Z,2.36,"5km SW of Ferndale, CA"
2023-02-15T14:14:44.558Z,1.8,"57 km SSE of Glacier View, Alaska"
2023-02-15T14:12:35.795Z,1.7,"46 km ESE of Whittier, Alaska"
2023-02-15T14:07:40.627Z,1.9,"18 km WSW of Susitna, Alaska"
2023-02-15T14:04:30.945Z,1.3,"27 km S of Glacier View, Alaska"
2023-02-15T14:04:11.472Z,4.5,Fiji region
2023-02-15T13:59:31.510Z,1.21,"2km N of Pinnacles, CA"
2023-02-15T13:56:05.710Z,0.8,"7km NW of The Geysers, CA"
2023-02-15T13:46:50.008Z,1.8,"57 km NW of Beluga, Alaska"
2023-02-15T13:26:38.890Z,-0.14,"4 km E of Unalaska, Alaska"
2023-02-15T13:22:24.048Z,2.1,"31 km WSW of Covenant Life, Alaska"
2023-02-15T13:09:12.030Z,0.72,"8km NW of The Geysers, CA"
2023-02-15T13:08:48.310Z,2.00999999,"12 km ESE of Pāhala, Hawaii"
2023-02-15T13:06:32.970Z,0.85,"Fox Islands, Aleutian Islands, Alaska"
2023-02-15T13:04:10.442Z,5.2,"5 km W of Cepitá, Colombia"
2023-02-15T13:04:02.200Z,1.7,"Fox Islands, Aleutian Islands, Alaska"
2023-02-15T12:59:46.090Z,1.1,"41 km NW of Mentasta Lake, Alaska"
2023-02-15T12:51:11.753Z,2.5,"46 km E of Yakutat, Alaska"
2023-02-15T12:47:14.848Z,1.9,"54 km SSW of King Cove, Alaska"
2023-02-15T12:46:08.300Z,1.87,"10 km ENE of Pāhala, Hawaii"
2023-02-15T12:34:32.030Z,1.92999995,"Island of Hawaii, Hawaii"
2023-02-15T12:30:05.400Z,1.84,"2km NNW of The Geysers, CA"
2023-02-15T12:27:58.480Z,1.96,"11km E of Coso Junction, CA"
2023-02-15T12:25:52.600Z,-0.38,"84 km NNW of Karluk, Alaska"
2023-02-15T12:20:50.364Z,1.3,"120 km E of McCarthy, Alaska"
2023-02-15T12:19:10.802Z,2.2,"64 km SSW of Nome, Alaska"
2023-02-15T12:15:48.640Z,0.96,"1km NNE of Anza, CA"
2023-02-15T12:13:03.310Z,0.65,"8km NW of The Geysers, CA"
2023-02-15T12:12:50.107Z,1.4,"38 km SSW of Skwentna, Alaska"
2023-02-15T12:12:03.100Z,1.28,"34 km E of Port Heiden, Alaska"
2023-02-15T12:03:00.940Z,0.27,"8km NW of The Geysers, CA"
2023-02-15T12:02:02.112Z,2,Central Alaska
2023-02-15T11:52:35.960Z,1.65,"6km NW of The Geysers, CA"
2023-02-15T11:48:56.090Z,0.72,"8km W of Cobb, CA"
2023-02-15T11:47:35.170Z,2.8,"36 km WNW of San Antonio, Puerto Rico"
2023-02-15T11:39:34.810Z,-0.09,"84 km NNW of Karluk, Alaska"
2023-02-15T11:38:56.290Z,1.14,"1km NW of Redwood Valley, CA"
2023-02-15T11:30:20.590Z,1.83,"7 km NNW of Emery, Utah"
2023-02-15T11:30:03.615Z,0.4,"1 km SW of Graeagle, California"
2023-02-15T11:26:16.980Z,1.21,"13 km SSW of Electric City, Washington"
2023-02-15T11:07:14.402Z,1.1,"14 km S of Central, Alaska"
2023-02-15T11:06:14.090Z,1.99000001,"11 km SSE of Pāhala, Hawaii"
2023-02-15T11:03:41.001Z,1.2,"10 km NNW of Meadow Lakes, Alaska"
2023-02-15T11:00:34.070Z,0.75,"8km W of Cobb, CA"
2023-02-15T10:57:46.310Z,1.52,"4 km NW of Glacier, Washington"
2023-02-15T10:51:52.760Z,-0.39,"10 km WNW of Dutch Harbor, Alaska"
2023-02-15T10:50:57.709Z,2.6,"164 km SSE of Nikolski, Alaska"
2023-02-15T10:43:17.019Z,2.2,"55 km S of Whites City, New Mexico"
2023-02-15T10:37:30.890Z,0.27,"10km WNW of The Geysers, CA"
2023-02-15T10:37:03.295Z,1.8,"30 km NNE of Chickaloon, Alaska"
2023-02-15T10:21:12.129Z,1.7,"64 km SE of Denali National Park, Alaska"
2023-02-15T10:15:09.932Z,2.3,Alaska Peninsula
2023-02-15T10:08:09.020Z,0.84,"4km NW of The Geysers, CA"
2023-02-15T09:59:12.224Z,1.6,California-Nevada border region
2023-02-15T09:58:55.510Z,1.4,"12km SE of Cloverdale, CA"
2023-02-15T09:58:17.510Z,2.38,"12 km SSE of Indios, Puerto Rico"
2023-02-15T09:56:33.190Z,1.4,"13km SE of Bodfish, CA"
2023-02-15T09:55:25.451Z,1.8,"31 km NNW of Sutton-Alpine, Alaska"
2023-02-15T09:54:32.222Z,1.6,"52 km S of Silver Peak, Nevada"
2023-02-15T09:54:05.446Z,1.4,"51 km S of Silver Peak, Nevada"
2023-02-15T09:50:15.570Z,0.7,"6km WNW of Cobb, CA"
2023-02-15T09:43:13.343Z,0.6,"55 km S of Silver Peak, Nevada"
2023-02-15T09:41:26.209Z,2,"78 km SW of Nanwalek, Alaska"
2023-02-15T09:22:58.280Z,1.19,"1km WNW of The Geysers, CA"
2023-02-15T09:15:31.447Z,4.9,"1 km NNW of Miaga, Philippines"
2023-02-15T09:07:55.725Z,2.7,"116 km E of Chignik, Alaska"
2023-02-15T09:00:20.443Z,1.4,"26 km NNW of Beluga, Alaska"
2023-02-15T08:55:58.500Z,0.97,"14km W of Morongo Valley, CA"
2023-02-15T08:54:06.530Z,0.74,"1km NNW of The Geysers, CA"
2023-02-15T08:51:00.466Z,1.9,"55 km S of Whites City, New Mexico"
2023-02-15T08:50:40.755Z,1.1,"55 km S of Denali National Park, Alaska"
2023-02-15T08:49:23.933Z,2.8,"55 km S of Whites City, New Mexico"
2023-02-15T08:41:27.919Z,1.5,"13 km S of Central, Alaska"
2023-02-15T08:24:41.850Z,0.99,"13km NW of The Geysers, CA"
2023-02-15T08:23:48.740Z,0.65,"10km ENE of Cloverdale, CA"
2023-02-15T08:13:21.054Z,1.4,Central Alaska
2023-02-15T08:07:01.205Z,4.3,"near the east coast of the Kamchatka Peninsula, Russia"
2023-02-15T08:04:11.000Z,2,"6 km NE of Pāhala, Hawaii"
2023-02-15T08:03:55.560Z,1.52,"13 km SSE of Pāhala, Hawaii"
2023-02-15T07:50:44.124Z,1.4,"11 km S of Central, Alaska"
2023-02-15T07:44:48.770Z,1.8,"55 km S of Whites City, New Mexico"
2023-02-15T07:40:42.658Z,2.4,"73 km SSE of Akutan, Alaska"
2023-02-15T07:40:09.160Z,2.1400001,"13 km SE of Pāhala, Hawaii"
2023-02-15T07:36:30.670Z,4.6,"1 km WSW of Göksun, Turkey"
2023-02-15T07:35:23.178Z,5.2,"193 km WSW of Adak, Alaska"
2023-02-15T07:34:51.950Z,0.8,"60 km ENE of Ferry, Alaska"
2023-02-15T07:31:32.312Z,2.1,"33 km E of Port Heiden, Alaska"
2023-02-15T07:30:59.317Z,1.6,"1 km NNE of Paxton, California"
2023-02-15T07:27:06.530Z,4.78,"12 km SE of Pāhala, Hawaii"
2023-02-15T07:23:31.533Z,1.8,"17 km S of Cantwell, Alaska"
2023-02-15T07:23:02.890Z,2.04999995,"10 km ENE of Pāhala, Hawaii"
2023-02-15T07:21:27.639Z,4.2,south of the Fiji Islands
2023-02-15T07:20:37.800Z,1.62,"10km SSE of Soda Bay, CA"
2023-02-15T07:15:51.675Z,1.2,"36 km E of Tuluksak, Alaska"
2023-02-15T07:08:27.390Z,1.23,"5km NNW of The Geysers, CA"
2023-02-15T06:57:42.195Z,4.3,south of the Fiji Islands
2023-02-15T06:56:33.610Z,1.01,"10km WNW of The Geysers, CA"
2023-02-15T06:54:02.169Z,2,"59 km WNW of Ninilchik, Alaska"
2023-02-15T06:50:08.373Z,3.1,South Africa
2023-02-15T06:44:47.628Z,1.2,"39 km NE of Paxson, Alaska"
2023-02-15T06:42:34.705Z,1.5,"6 km SW of Houston, Alaska"
2023-02-15T06:41:52.810Z,0.24,"6km W of Cobb, CA"
2023-02-15T06:41:29.210Z,0.53,"9km WNW of Cobb, CA"
2023-02-15T06:40:42.005Z,1.9,"26 km SW of Jal, New Mexico"
2023-02-15T06:38:09.034Z,5.7,"Cook Strait, New Zealand"
2023-02-15T06:28:29.830Z,0.15,"Yellowstone National Park, Wyoming"
2023-02-15T06:25:30.425Z,4.2,"21 km ENE of Göksun, Turkey"
2023-02-15T06:20:54.872Z,1.4,"133 km ESE of McCarthy, Alaska"
2023-02-15T06:20:49.449Z,1.5,"26 km NNE of Petersville, Alaska"
2023-02-15T06:14:13.930Z,0.23,"Fox Islands, Aleutian Islands, Alaska"
2023-02-15T06:09:06.060Z,0.4,"8 km ENE of Unalaska, Alaska"
2023-02-15T06:08:50.395Z,0,"50 km ESE of Beatty, Nevada"
2023-02-15T06:06:25.160Z,0.62,"7 km E of Dutch Harbor, Alaska"
2023-02-15T06:03:29.780Z,0.48,"2km ESE of The Geysers, CA"
2023-02-15T06:02:16.187Z,0.5,"32 km NNW of Pahrump, Nevada"
2023-02-15T06:00:02.220Z,1.08,"7km NW of The Geysers, CA"
2023-02-15T05:41:00.060Z,-0.42,"85 km NNW of Karluk, Alaska"
2023-02-15T05:33:48.718Z,0.7,"21 km N of Gabbs, Nevada"
2023-02-15T05:23:31.533Z,2.5,northern Alaska
2023-02-15T05:20:15.368Z,3.1,"22 km SSE of Golovin, Alaska"
2023-02-15T05:18:33.340Z,1.08,"7km NW of The Geysers, CA"
2023-02-15T05:18:29.500Z,0.49,"67 km NE of Nikolski, Alaska"
2023-02-15T05:06:45.585Z,1.6,"67 km SE of Denali National Park, Alaska"
2023-02-15T05:03:31.866Z,2.9,"16 km WNW of Ninilchik, Alaska"
2023-02-15T05:03:17.760Z,1.09,"7 km ENE of Unalaska, Alaska"
2023-02-15T05:00:31.303Z,1.3,"9 km W of Big Lake, Alaska"
2023-02-15T05:00:19.924Z,1.8,"49 km NNE of Chenega, Alaska"
2023-02-15T05:00:01.111Z,1.1,"33 km SSW of Cantwell, Alaska"
2023-02-15T04:59:23.970Z,-0.26,"84 km NNW of Karluk, Alaska"
2023-02-15T04:58:56.930Z,0.26,"85 km NNW of Karluk, Alaska"
2023-02-15T04:57:02.397Z,1.8,"19 km WNW of Mentone, Texas"
2023-02-15T04:56:19.285Z,1.7,"32 km SW of Cantwell, Alaska"
2023-02-15T04:55:19.760Z,1.19,"11km WNW of The Geysers, CA"
2023-02-15T04:51:34.497Z,1.9,"31 km WNW of Willow, Alaska"
2023-02-15T04:51:21.660Z,1.6,"15 km N of Balmorhea, Texas"
2023-02-15T04:41:41.880Z,1.38,"8km NW of The Geysers, CA"
2023-02-15T04:40:24.480Z,-0.64,"84 km NNW of Karluk, Alaska"
2023-02-15T04:40:15.190Z,2.22,"13km ENE of New Idria, CA"
2023-02-15T04:39:25.740Z,-0.33,Alaska Peninsula
2023-02-15T04:36:36.180Z,1.54,"13km ENE of Coachella, CA"
2023-02-15T04:22:10.653Z,4.6,"265 km WNW of Haveluloto, Tonga"
2023-02-15T04:14:36.000Z,0.72,"10km NW of The Geysers, CA"
2023-02-15T04:09:53.492Z,2.2,"33 km N of Aleneva, Alaska"
2023-02-15T04:06:44.470Z,1.88999999,"13 km ESE of Pāhala, Hawaii"
2023-02-15T04:04:45.031Z,2.1,"38 km ENE of Pedro Bay, Alaska"
2023-02-15T04:04:36.476Z,1.9,"71 km SSE of Kokhanok, Alaska"
2023-02-15T04:01:03.320Z,0.85,"21 km SSW of Mammoth, Wyoming"
2023-02-15T03:57:47.409Z,1.11,"3 km NE of Red Rock, Oklahoma"
2023-02-15T03:49:36.620Z,1.98000002,"3 km SSW of Pāhala, Hawaii"
2023-02-15T03:48:02.360Z,1.03,"6km NW of The Geysers, CA"
2023-02-15T03:46:20.400Z,1.57,"22km NW of Parkfield, CA"
2023-02-15T03:41:43.359Z,1.8,"11 km NE of Healy, Alaska"
2023-02-15T03:33:32.425Z,1.1,"42 km NW of Mentasta Lake, Alaska"
2023-02-15T03:24:01.140Z,-0.2,"34 km E of Port Heiden, Alaska"
2023-02-15T03:22:52.100Z,0.84,"7km NW of The Geysers, CA"
2023-02-15T03:18:38.770Z,0.75,"5km NW of The Geysers, CA"
2023-02-15T03:14:18.630Z,0.74,"7km W of Cobb, CA"
2023-02-15T03:09:21.827Z,4.9,"35 km ENE of Ust’-Kamchatsk Staryy, Russia"
2023-02-15T03:08:19.026Z,1.9,"43 km NW of Mentasta Lake, Alaska"
2023-02-15T02:59:51.122Z,4.1,"82 km SSW of Alo, Wallis and Futuna"
2023-02-15T02:52:53.990Z,1.03,"2km NNW of The Geysers, CA"
2023-02-15T02:45:31.476Z,1.8,"64 km SE of Denali National Park, Alaska"
2023-02-15T02:38:32.005Z,2.3,"131 km SSW of Unalaska, Alaska"
2023-02-15T02:34:07.290Z,0.03,"83 km NW of Karluk, Alaska"
2023-02-15T02:14:32.632Z,5.2,central Mid-Atlantic Ridge
2023-02-15T02:14:01.060Z,1.18,"38 km E of Port Heiden, Alaska"
2023-02-15T02:13:12.637Z,5.3,central Mid-Atlantic Ridge
2023-02-15T02:11:04.758Z,1.1,"84 km NNW of Karluk, Alaska"
2023-02-15T02:10:33.690Z,1.80999994,"13 km ESE of Pāhala, Hawaii"
2023-02-15T02:07:14.880Z,0.37,"7km W of Cobb, CA"
2023-02-15T01:58:19.780Z,2.36,"17km ENE of New Idria, CA"
2023-02-15T01:57:50.083Z,2.6,"60 km ENE of Kodiak, Alaska"
2023-02-15T01:57:44.567Z,1.3,"119 km E of McCarthy, Alaska"
2023-02-15T01:43:20.600Z,0.8,"27km ESE of Kernville, CA"
2023-02-15T01:39:27.780Z,0.87,"8km S of Mammoth Lakes, CA"
2023-02-15T01:37:10.490Z,-0.61,"84 km NNW of Karluk, Alaska"
2023-02-15T01:36:39.620Z,1.68,"28km SSW of Ocotillo Wells, CA"
2023-02-15T01:35:15.710Z,1.63,"2 km W of Wainaku, Hawaii"
2023-02-15T01:32:07.667Z,4.3,"122 km SE of Kuril’sk, Russia"
2023-02-15T01:30:57.080Z,0.41,"7km WNW of The Geysers, CA"
2023-02-15T01:29:10.025Z,1.4,"20 km SE of Skwentna, Alaska"
2023-02-15T01:28:46.711Z,2.1,"45 km NW of Toyah, Texas"
2023-02-15T01:28:46.678Z,2.1,"45 km NW of Toyah, Texas"
2023-02-15T01:26:13.880Z,1.71,"9 km ENE of Pāhala, Hawaii"
2023-02-15T01:25:46.798Z,5,South Sandwich Islands region
2023-02-15T01:24:31.520Z,0.06,"Mount St. Helens area, Washington"
2023-02-15T01:20:11.750Z,2.65,"10 km ENE of Pāhala, Hawaii"
2023-02-15T01:15:57.105Z,1.1,"26 km NW of Susitna, Alaska"
2023-02-15T01:13:20.641Z,4.8,South Sandwich Islands region
2023-02-15T01:03:34.270Z,1.7,"7 km E of Pāhala, Hawaii"
2023-02-15T00:52:35.680Z,0.53,"38 km SSE of Mammoth, Wyoming"
2023-02-15T00:45:15.510Z,1.4,"3 km ENE of Houston, Alaska"
2023-02-15T00:44:56.840Z,2.03999996,"7 km E of Pāhala, Hawaii"
2023-02-15T00:44:21.624Z,1.1,"43 km NW of Mentasta Lake, Alaska"
2023-02-15T00:39:35.470Z,2.31,"11 km ENE of Pāhala, Hawaii"
2023-02-15T00:36:20.874Z,1.2,"42 km NW of Mentasta Lake, Alaska"
2023-02-15T00:33:15.685Z,1.6,Central Alaska
2023-02-15T00:29:52.736Z,1.7,"51 km SSE of Pope-Vannoy Landing, Alaska"
2023-02-15T00:06:02.103Z,4.1,Turkey-Syria border region
2023-02-15T00:02:52.510Z,0.95,"22 km SSW of Mammoth, Wyoming"
2023-02-15T00:02:28.490Z,0.93,"8km WNW of The Geysers, CA"
2023-02-15T00:01:20.714Z,1.9,"50 km W of Anchor Point, Alaska"
2023-02-14T23:57:52.931Z,1.7,"62 km WNW of Anchor Point, Alaska"
2023-02-14T23:56:09.617Z,1.3,"16 km NNW of Two Rivers, Alaska"
2023-02-14T23:53:00.500Z,1.4,"27 km WSW of Emery, Utah"
2023-02-14T23:50:00.430Z,2.25,"9 km SSE of Pāhala, Hawaii"
2023-02-14T23:49:27.000Z,1.62,Utah
2023-02-14T23:34:09.080Z,1.05,"Fox Islands, Aleutian Islands, Alaska"
2023-02-14T23:26:46.820Z,1.72000003,"10 km ENE of Pāhala, Hawaii"
2023-02-14T23:25:40.740Z,1.1,"5km NNE of Fontana, CA"
2023-02-14T23:21:51.293Z,4.9,"213 km NW of Lautoka, Fiji"
2023-02-14T23:21:37.620Z,1.16,"9km WNW of Cobb, CA"
2023-02-14T23:18:13.440Z,3.38,"123 km NNE of San Juan, Puerto Rico"
2023-02-14T23:17:39.840Z,1.48,"5 km NNE of Lluveras, Puerto Rico"
2023-02-14T23:16:54.480Z,1.88,"2 km SSW of Coto Laurel, Puerto Rico"
2023-02-14T23:14:01.639Z,4.2,Central Turkey
2023-02-14T23:13:52.022Z,1.8,"16 km E of Ferry, Alaska"
2023-02-14T23:13:12.780Z,1.16,"6km SW of Clayton, CA"
2023-02-14T23:08:05.180Z,0.56,"83 km NW of Karluk, Alaska"
2023-02-14T23:05:24.164Z,4.7,south of the Fiji Islands
2023-02-14T23:02:08.020Z,0.93,"10 km SSW of Packwood, Washington"
2023-02-14T22:58:46.820Z,1.25,"10 km SSW of Packwood, Washington"
2023-02-14T22:54:13.420Z,0.66,"23 km SSW of Mammoth, Wyoming"
2023-02-14T22:51:17.662Z,1.2,"121 km E of McCarthy, Alaska"
2023-02-14T22:51:13.390Z,0.79,"22 km SSW of Mammoth, Wyoming"
2023-02-14T22:48:35.530Z,0.03,"16 km NE of Ashford, Washington"
2023-02-14T22:41:01.070Z,1.53,"14 km NNW of Georgetown, Idaho"
2023-02-14T22:40:36.090Z,1.42,"14 km ESE of Soda Springs, Idaho"
2023-02-14T22:35:35.740Z,1.88,"10 km ESE of Pāhala, Hawaii"
2023-02-14T22:22:29.280Z,1.18,"7km W of Cobb, CA"
2023-02-14T22:22:09.180Z,1.88,"18km N of Redway, CA"
2023-02-14T22:22:03.101Z,5.2,"74 km W of Pangai, Tonga"
2023-02-14T22:21:19.630Z,0.44,"5 km ENE of Unalaska, Alaska"
2023-02-14T22:18:17.560Z,0.71,"8km WNW of Cobb, CA"
2023-02-14T22:09:18.596Z,2.4,"57 km S of Whites City, New Mexico"
2023-02-14T22:08:52.064Z,1.5,"10 km N of Stevens Village, Alaska"
2023-02-14T22:04:41.870Z,1.46,"1 km W of Mount Vernon, Washington"
2023-02-14T22:01:55.667Z,2.9,"13 km NNW of Midland, Texas"
2023-02-14T22:01:52.790Z,0.67,"22 km SSW of Mammoth, Wyoming"
2023-02-14T21:53:51.902Z,1.8,Southern Alaska
2023-02-14T21:51:34.520Z,3.48,"6 km WSW of Guánica, Puerto Rico"
2023-02-14T21:46:53.862Z,1.9,"42 km W of Eureka, Nevada"
2023-02-14T21:40:27.380Z,1.11,"8km N of Lake Henshaw, CA"
2023-02-14T21:31:43.946Z,2,"75 km NE of Port Alsworth, Alaska"
2023-02-14T21:24:56.484Z,1.3,"16 km WSW of Susitna, Alaska"
2023-02-14T21:21:13.770Z,0.41,"10km W of Toms Place, CA"
2023-02-14T21:20:16.600Z,1,"31 km SSE of Denali National Park, Alaska"
2023-02-14T20:57:26.660Z,0.12,"21 km SSW of Mammoth, Wyoming"
2023-02-14T20:56:59.630Z,-0.26,"21 km SSW of Mammoth, Wyoming"
2023-02-14T20:54:52.370Z,-0.25,"85 km NW of Karluk, Alaska"
2023-02-14T20:47:49.971Z,2.1,"85 km NE of Port Alsworth, Alaska"
2023-02-14T20:45:56.420Z,2.27,"Island of Hawaii, Hawaii"
2023-02-14T20:45:12.919Z,1.9,Nevada
2023-02-14T20:43:50.505Z,1.6,"4 km NNE of Healy, Alaska"
2023-02-14T20:43:40.220Z,0.89,"9km N of Lake Henshaw, CA"
2023-02-14T20:41:34.091Z,1.1,"71 km ENE of Chase, Alaska"
2023-02-14T20:38:00.090Z,0.75,"2km NW of The Geysers, CA"
2023-02-14T20:22:58.609Z,1.1,"35 km S of Denali National Park, Alaska"
2023-02-14T20:21:02.730Z,2.13,"8 km SE of Princeton, Idaho"
2023-02-14T20:11:16.300Z,0.47,"38 km NNE of Amboy, Washington"
2023-02-14T20:08:52.370Z,3.2,"Fox Islands, Aleutian Islands, Alaska"
2023-02-14T20:06:52.620Z,1.72,"13km SE of Bodfish, CA"
2023-02-14T20:00:33.250Z,1.15,"3km ENE of Rancho San Diego, CA"
2023-02-14T19:57:08.094Z,1,"33 km SE of Mina, Nevada"
2023-02-14T19:56:49.000Z,1.4,"11 km SSE of Trapper Creek, Alaska"
2023-02-14T19:56:12.080Z,2.09,"11km ENE of Big Pine, CA"
2023-02-14T19:56:09.050Z,0.75,"4km NW of The Geysers, CA"
2023-02-14T19:46:42.604Z,4.3,"97 km W of El Aguilar, Argentina"
2023-02-14T19:35:38.062Z,1.3,"25 km NNW of Sutton-Alpine, Alaska"
2023-02-14T19:29:57.393Z,1.9,"70 km WSW of Nanwalek, Alaska"
2023-02-14T19:24:41.590Z,0.91,"17 km E of Hebgen Lake Estates, Montana"
2023-02-14T19:20:02.386Z,1.6,Southern Alaska
2023-02-14T19:05:01.191Z,2.5,"125 km SSE of Sand Point, Alaska"
2023-02-14T18:59:19.022Z,1.1,Central Alaska
2023-02-14T18:27:51.821Z,1.5,"27 km NW of Susitna, Alaska"
2023-02-14T18:21:45.180Z,0.08,"85 km NNW of Karluk, Alaska"
2023-02-14T18:07:22.570Z,0.77,Alaska Peninsula
2023-02-14T18:02:11.867Z,4.7,"86 km SE of Vallenar, Chile"
2023-02-14T17:50:24.130Z,0.99,"5km NW of The Geysers, CA"
2023-02-14T17:49:02.260Z,1.02,"17km N of Morgan Hill, CA"
2023-02-14T17:48:08.600Z,1.76,"22 km ENE of Honaunau-Napoopoo, Hawaii"
2023-02-14T17:41:39.090Z,3,"37km S of Hayfork, CA"
2023-02-14T17:41:19.830Z,0.54,"24 km SSW of Mammoth, Wyoming"
2023-02-14T17:40:47.249Z,3.6,"170 km W of Crescent City, California"
2023-02-14T17:39:05.340Z,0.97,"23km ESE of Anza, CA"
2023-02-14T17:38:41.290Z,0.15,"85 km NW of Karluk, Alaska"
2023-02-14T17:35:04.800Z,0.21,"8km NW of The Geysers, CA"
2023-02-14T17:23:01.700Z,0.94,"1km SSW of Cobb, CA"
2023-02-14T17:20:21.500Z,1.65,"28km ESE of Kernville, CA"
2023-02-14T17:17:04.666Z,1.2,"38 km NW of Valdez, Alaska"
2023-02-14T17:14:11.010Z,2.27,"5 km SSW of Volcano, Hawaii"
2023-02-14T17:06:13.040Z,0.86,"5km SSW of Warner Springs, CA"
2023-02-14T17:01:47.820Z,0.01,"85 km NW of Karluk, Alaska"
